date,product_id,product_name,category,quantity_sold,unit_price,revenue,cost,profit,month,day_of_week,is_weekend,season,shelf_life_days
2023-01-25,FRUIT001,Framboises,Fruits Bio,66,9.49,626.34,328.02,298.32000000000005,1,2,0,Hiver,10
2023-01-26,FRUIT001,Framboises,Fruits Bio,21,9.49,199.29,104.36999999999999,94.92,1,3,0,Hiver,10
2023-01-27,FRUIT001,Framboises,Fruits Bio,44,9.49,417.56,218.67999999999998,198.88000000000002,1,4,0,Hiver,10
2023-01-28,FRUIT001,Framboises,Fruits Bio,97,9.49,920.53,482.09,438.44,1,5,1,Hiver,10
2023-01-29,FRUIT001,Framboises,Fruits Bio,52,9.49,493.48,258.44,235.04000000000002,1,6,1,Hiver,10
2023-01-30,FRUIT001,Framboises,Fruits Bio,59,9.49,559.91,293.22999999999996,266.68,1,0,0,Hiver,10
2023-01-31,FRUIT001,Framboises,Fruits Bio,19,9.49,180.31,94.42999999999999,85.88000000000001,1,1,0,Hiver,10
2023-02-01,FRUIT001,Framboises,Fruits Bio,49,9.49,465.01,243.53,221.48,2,2,0,Hiver,10
2023-02-02,FRUIT001,Framboises,Fruits Bio,57,9.49,540.9300000000001,283.28999999999996,257.6400000000001,2,3,0,Hiver,10
2023-02-03,FRUIT001,Framboises,Fruits Bio,31,9.49,294.19,154.07,140.12,2,4,0,Hiver,10
2023-02-04,FRUIT001,Framboises,Fruits Bio,11,9.49,104.39,54.669999999999995,49.720000000000006,2,5,1,Hiver,10
2023-02-05,FRUIT001,Framboises,Fruits Bio,57,9.49,540.9300000000001,283.28999999999996,257.6400000000001,2,6,1,Hiver,10
2023-02-06,FRUIT001,Framboises,Fruits Bio,80,9.49,759.2,397.59999999999997,361.6000000000001,2,0,0,Hiver,10
2023-02-07,FRUIT001,Framboises,Fruits Bio,50,9.49,474.5,248.5,226.0,2,1,0,Hiver,10
2023-02-08,FRUIT001,Framboises,Fruits Bio,72,9.49,683.28,357.84,325.44,2,2,0,Hiver,10
2023-02-09,FRUIT001,Framboises,Fruits Bio,16,9.49,151.84,79.52,72.32000000000001,2,3,0,Hiver,10
2023-02-10,FRUIT001,Framboises,Fruits Bio,35,9.49,332.15000000000003,173.95,158.20000000000005,2,4,0,Hiver,10
2023-02-11,FRUIT001,Framboises,Fruits Bio,43,9.49,408.07,213.70999999999998,194.36,2,5,1,Hiver,10
2023-02-12,FRUIT001,Framboises,Fruits Bio,83,9.49,787.6700000000001,412.51,375.1600000000001,2,6,1,Hiver,10
2023-02-13,FRUIT001,Framboises,Fruits Bio,52,9.49,493.48,258.44,235.04000000000002,2,0,0,Hiver,10
2023-02-14,FRUIT001,Framboises,Fruits Bio,6,9.49,56.94,29.82,27.119999999999997,2,1,0,Hiver,10
2023-02-15,FRUIT001,Framboises,Fruits Bio,19,9.49,180.31,94.42999999999999,85.88000000000001,2,2,0,Hiver,10
2023-02-16,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,2,3,0,Hiver,10
2023-02-17,FRUIT001,Framboises,Fruits Bio,20,9.49,189.8,99.39999999999999,90.40000000000002,2,4,0,Hiver,10
2023-02-18,FRUIT001,Framboises,Fruits Bio,43,9.49,408.07,213.70999999999998,194.36,2,5,1,Hiver,10
2023-02-19,FRUIT001,Framboises,Fruits Bio,28,9.49,265.72,139.16,126.56000000000003,2,6,1,Hiver,10
2023-02-20,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,2,0,0,Hiver,10
2023-02-21,FRUIT001,Framboises,Fruits Bio,18,9.49,170.82,89.46,81.36,2,1,0,Hiver,10
2023-02-22,FRUIT001,Framboises,Fruits Bio,36,9.49,341.64,178.92,162.72,2,2,0,Hiver,10
2023-02-23,FRUIT001,Framboises,Fruits Bio,15,9.49,142.35,74.55,67.8,2,3,0,Hiver,10
2023-02-24,FRUIT001,Framboises,Fruits Bio,9,9.49,85.41,44.73,40.68,2,4,0,Hiver,10
2023-02-25,FRUIT001,Framboises,Fruits Bio,44,9.49,417.56,218.67999999999998,198.88000000000002,2,5,1,Hiver,10
2023-02-26,FRUIT001,Framboises,Fruits Bio,70,9.49,664.3000000000001,347.9,316.4000000000001,2,6,1,Hiver,10
2023-02-27,FRUIT001,Framboises,Fruits Bio,23,9.49,218.27,114.30999999999999,103.96000000000002,2,0,0,Hiver,10
2023-02-28,FRUIT001,Framboises,Fruits Bio,35,9.49,332.15000000000003,173.95,158.20000000000005,2,1,0,Hiver,10
2023-03-01,FRUIT001,Framboises,Fruits Bio,42,9.49,398.58,208.73999999999998,189.84,3,2,0,Printemps,10
2023-03-02,FRUIT001,Framboises,Fruits Bio,41,9.49,389.09000000000003,203.76999999999998,185.32000000000005,3,3,0,Printemps,10
2023-03-03,FRUIT001,Framboises,Fruits Bio,31,9.49,294.19,154.07,140.12,3,4,0,Printemps,10
2023-03-04,FRUIT001,Framboises,Fruits Bio,115,9.49,1091.3500000000001,571.55,519.8000000000002,3,5,1,Printemps,10
2023-03-05,FRUIT001,Framboises,Fruits Bio,74,9.49,702.26,367.78,334.48,3,6,1,Printemps,10
2023-03-06,FRUIT001,Framboises,Fruits Bio,10,9.49,94.9,49.699999999999996,45.20000000000001,3,0,0,Printemps,10
2023-03-07,FRUIT001,Framboises,Fruits Bio,59,9.49,559.91,293.22999999999996,266.68,3,1,0,Printemps,10
2023-03-08,FRUIT001,Framboises,Fruits Bio,54,9.49,512.46,268.38,244.08000000000004,3,2,0,Printemps,10
2023-03-09,FRUIT001,Framboises,Fruits Bio,43,9.49,408.07,213.70999999999998,194.36,3,3,0,Printemps,10
2023-03-10,FRUIT001,Framboises,Fruits Bio,28,9.49,265.72,139.16,126.56000000000003,3,4,0,Printemps,10
2023-03-11,FRUIT001,Framboises,Fruits Bio,75,9.49,711.75,372.75,339.0,3,5,1,Printemps,10
2023-03-12,FRUIT001,Framboises,Fruits Bio,18,9.49,170.82,89.46,81.36,3,6,1,Printemps,10
2023-03-13,FRUIT001,Framboises,Fruits Bio,34,9.49,322.66,168.98,153.68000000000004,3,0,0,Printemps,10
2023-03-14,FRUIT001,Framboises,Fruits Bio,73,9.49,692.77,362.81,329.96,3,1,0,Printemps,10
2023-03-15,FRUIT001,Framboises,Fruits Bio,41,9.49,389.09000000000003,203.76999999999998,185.32000000000005,3,2,0,Printemps,10
2023-03-16,FRUIT001,Framboises,Fruits Bio,46,9.49,436.54,228.61999999999998,207.92000000000004,3,3,0,Printemps,10
2023-03-17,FRUIT001,Framboises,Fruits Bio,46,9.49,436.54,228.61999999999998,207.92000000000004,3,4,0,Printemps,10
2023-03-18,FRUIT001,Framboises,Fruits Bio,60,9.49,569.4,298.2,271.2,3,5,1,Printemps,10
2023-03-19,FRUIT001,Framboises,Fruits Bio,56,9.49,531.44,278.32,253.12000000000006,3,6,1,Printemps,10
2023-03-20,FRUIT001,Framboises,Fruits Bio,2,9.49,18.98,9.94,9.040000000000001,3,0,0,Printemps,10
2023-03-21,FRUIT001,Framboises,Fruits Bio,52,9.49,493.48,258.44,235.04000000000002,3,1,0,Printemps,10
2023-03-22,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,3,2,0,Printemps,10
2023-03-23,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,3,3,0,Printemps,10
2023-03-24,FRUIT001,Framboises,Fruits Bio,57,9.49,540.9300000000001,283.28999999999996,257.6400000000001,3,4,0,Printemps,10
2023-03-25,FRUIT001,Framboises,Fruits Bio,61,9.49,578.89,303.16999999999996,275.72,3,5,1,Printemps,10
2023-03-26,FRUIT001,Framboises,Fruits Bio,30,9.49,284.7,149.1,135.6,3,6,1,Printemps,10
2023-03-27,FRUIT001,Framboises,Fruits Bio,29,9.49,275.21,144.13,131.07999999999998,3,0,0,Printemps,10
2023-03-28,FRUIT001,Framboises,Fruits Bio,103,9.49,977.47,511.90999999999997,465.56000000000006,3,1,0,Printemps,10
2023-03-29,FRUIT001,Framboises,Fruits Bio,84,9.49,797.16,417.47999999999996,379.68,3,2,0,Printemps,10
2023-03-30,FRUIT001,Framboises,Fruits Bio,93,9.49,882.57,462.21,420.36000000000007,3,3,0,Printemps,10
2023-03-31,FRUIT001,Framboises,Fruits Bio,34,9.49,322.66,168.98,153.68000000000004,3,4,0,Printemps,10
2023-04-01,FRUIT001,Framboises,Fruits Bio,19,9.49,180.31,94.42999999999999,85.88000000000001,4,5,1,Printemps,10
2023-04-02,FRUIT001,Framboises,Fruits Bio,21,9.49,199.29,104.36999999999999,94.92,4,6,1,Printemps,10
2023-04-03,FRUIT001,Framboises,Fruits Bio,9,9.49,85.41,44.73,40.68,4,0,0,Printemps,10
2023-04-04,FRUIT001,Framboises,Fruits Bio,82,9.49,778.1800000000001,407.53999999999996,370.6400000000001,4,1,0,Printemps,10
2023-04-05,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,4,2,0,Printemps,10
2023-04-06,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,4,3,0,Printemps,10
2023-04-07,FRUIT001,Framboises,Fruits Bio,15,9.49,142.35,74.55,67.8,4,4,0,Printemps,10
2023-04-08,FRUIT001,Framboises,Fruits Bio,57,9.49,540.9300000000001,283.28999999999996,257.6400000000001,4,5,1,Printemps,10
2023-04-09,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,4,6,1,Printemps,10
2023-04-10,FRUIT001,Framboises,Fruits Bio,49,9.49,465.01,243.53,221.48,4,0,0,Printemps,10
2023-04-11,FRUIT001,Framboises,Fruits Bio,38,9.49,360.62,188.85999999999999,171.76000000000002,4,1,0,Printemps,10
2023-04-12,FRUIT001,Framboises,Fruits Bio,29,9.49,275.21,144.13,131.07999999999998,4,2,0,Printemps,10
2023-04-13,FRUIT001,Framboises,Fruits Bio,45,9.49,427.05,223.64999999999998,203.40000000000003,4,3,0,Printemps,10
2023-04-14,FRUIT001,Framboises,Fruits Bio,84,9.49,797.16,417.47999999999996,379.68,4,4,0,Printemps,10
2023-04-15,FRUIT001,Framboises,Fruits Bio,63,9.49,597.87,313.10999999999996,284.76000000000005,4,5,1,Printemps,10
2023-04-16,FRUIT001,Framboises,Fruits Bio,34,9.49,322.66,168.98,153.68000000000004,4,6,1,Printemps,10
2023-04-17,FRUIT001,Framboises,Fruits Bio,9,9.49,85.41,44.73,40.68,4,0,0,Printemps,10
2023-04-18,FRUIT001,Framboises,Fruits Bio,71,9.49,673.79,352.87,320.91999999999996,4,1,0,Printemps,10
2023-04-19,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,4,2,0,Printemps,10
2023-04-20,FRUIT001,Framboises,Fruits Bio,1,9.49,9.49,4.97,4.5200000000000005,4,3,0,Printemps,10
2023-04-21,FRUIT001,Framboises,Fruits Bio,32,9.49,303.68,159.04,144.64000000000001,4,4,0,Printemps,10
2023-04-22,FRUIT001,Framboises,Fruits Bio,72,9.49,683.28,357.84,325.44,4,5,1,Printemps,10
2023-04-23,FRUIT001,Framboises,Fruits Bio,97,9.49,920.53,482.09,438.44,4,6,1,Printemps,10
2023-04-24,FRUIT001,Framboises,Fruits Bio,33,9.49,313.17,164.01,149.16000000000003,4,0,0,Printemps,10
2023-04-25,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,4,1,0,Printemps,10
2023-04-26,FRUIT001,Framboises,Fruits Bio,32,9.49,303.68,159.04,144.64000000000001,4,2,0,Printemps,10
2023-04-27,FRUIT001,Framboises,Fruits Bio,65,9.49,616.85,323.05,293.8,4,3,0,Printemps,10
2023-04-28,FRUIT001,Framboises,Fruits Bio,97,9.49,920.53,482.09,438.44,4,4,0,Printemps,10
2023-04-29,FRUIT001,Framboises,Fruits Bio,40,9.49,379.6,198.79999999999998,180.80000000000004,4,5,1,Printemps,10
2023-04-30,FRUIT001,Framboises,Fruits Bio,78,9.49,740.22,387.65999999999997,352.56000000000006,4,6,1,Printemps,10
2023-05-01,FRUIT001,Framboises,Fruits Bio,77,9.49,730.73,382.69,348.04,5,0,0,Printemps,10
2023-05-02,FRUIT001,Framboises,Fruits Bio,22,9.49,208.78,109.33999999999999,99.44000000000001,5,1,0,Printemps,10
2023-05-03,FRUIT001,Framboises,Fruits Bio,12,9.49,113.88,59.64,54.239999999999995,5,2,0,Printemps,10
2023-05-04,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,5,3,0,Printemps,10
2023-05-05,FRUIT001,Framboises,Fruits Bio,120,9.49,1138.8,596.4,542.4,5,4,0,Printemps,10
2023-05-06,FRUIT001,Framboises,Fruits Bio,14,9.49,132.86,69.58,63.280000000000015,5,5,1,Printemps,10
2023-05-07,FRUIT001,Framboises,Fruits Bio,48,9.49,455.52,238.56,216.95999999999998,5,6,1,Printemps,10
2023-05-08,FRUIT001,Framboises,Fruits Bio,38,9.49,360.62,188.85999999999999,171.76000000000002,5,0,0,Printemps,10
2023-05-09,FRUIT001,Framboises,Fruits Bio,134,9.49,1271.66,665.98,605.6800000000001,5,1,0,Printemps,10
2023-05-10,FRUIT001,Framboises,Fruits Bio,97,9.49,920.53,482.09,438.44,5,2,0,Printemps,10
2023-05-11,FRUIT001,Framboises,Fruits Bio,80,9.49,759.2,397.59999999999997,361.6000000000001,5,3,0,Printemps,10
2023-05-12,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,5,4,0,Printemps,10
2023-05-13,FRUIT001,Framboises,Fruits Bio,48,9.49,455.52,238.56,216.95999999999998,5,5,1,Printemps,10
2023-05-14,FRUIT001,Framboises,Fruits Bio,61,9.49,578.89,303.16999999999996,275.72,5,6,1,Printemps,10
2023-05-15,FRUIT001,Framboises,Fruits Bio,40,9.49,379.6,198.79999999999998,180.80000000000004,5,0,0,Printemps,10
2023-05-16,FRUIT001,Framboises,Fruits Bio,35,9.49,332.15000000000003,173.95,158.20000000000005,5,1,0,Printemps,10
2023-05-17,FRUIT001,Framboises,Fruits Bio,43,9.49,408.07,213.70999999999998,194.36,5,2,0,Printemps,10
2023-05-18,FRUIT001,Framboises,Fruits Bio,10,9.49,94.9,49.699999999999996,45.20000000000001,5,3,0,Printemps,10
2023-05-19,FRUIT001,Framboises,Fruits Bio,67,9.49,635.83,332.99,302.84000000000003,5,4,0,Printemps,10
2023-05-20,FRUIT001,Framboises,Fruits Bio,28,9.49,265.72,139.16,126.56000000000003,5,5,1,Printemps,10
2023-05-21,FRUIT001,Framboises,Fruits Bio,100,9.49,949.0,497.0,452.0,5,6,1,Printemps,10
2023-05-22,FRUIT001,Framboises,Fruits Bio,72,9.49,683.28,357.84,325.44,5,0,0,Printemps,10
2023-05-23,FRUIT001,Framboises,Fruits Bio,41,9.49,389.09000000000003,203.76999999999998,185.32000000000005,5,1,0,Printemps,10
2023-05-24,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,5,2,0,Printemps,10
2023-05-25,FRUIT001,Framboises,Fruits Bio,70,9.49,664.3000000000001,347.9,316.4000000000001,5,3,0,Printemps,10
2023-05-26,FRUIT001,Framboises,Fruits Bio,49,9.49,465.01,243.53,221.48,5,4,0,Printemps,10
2023-05-27,FRUIT001,Framboises,Fruits Bio,49,9.49,465.01,243.53,221.48,5,5,1,Printemps,10
2023-05-28,FRUIT001,Framboises,Fruits Bio,125,9.49,1186.25,621.25,565.0,5,6,1,Printemps,10
2023-05-29,FRUIT001,Framboises,Fruits Bio,65,9.49,616.85,323.05,293.8,5,0,0,Printemps,10
2023-05-30,FRUIT001,Framboises,Fruits Bio,50,9.49,474.5,248.5,226.0,5,1,0,Printemps,10
2023-05-31,FRUIT001,Framboises,Fruits Bio,104,9.49,986.96,516.88,470.08000000000004,5,2,0,Printemps,10
2023-06-01,FRUIT001,Framboises,Fruits Bio,36,9.49,341.64,178.92,162.72,6,3,0,Été,10
2023-06-02,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,6,4,0,Été,10
2023-06-03,FRUIT001,Framboises,Fruits Bio,85,9.49,806.65,422.45,384.2,6,5,1,Été,10
2023-06-04,FRUIT001,Framboises,Fruits Bio,65,9.49,616.85,323.05,293.8,6,6,1,Été,10
2023-06-05,FRUIT001,Framboises,Fruits Bio,46,9.49,436.54,228.61999999999998,207.92000000000004,6,0,0,Été,10
2023-06-06,FRUIT001,Framboises,Fruits Bio,34,9.49,322.66,168.98,153.68000000000004,6,1,0,Été,10
2023-06-07,FRUIT001,Framboises,Fruits Bio,62,9.49,588.38,308.14,280.24,6,2,0,Été,10
2023-06-08,FRUIT001,Framboises,Fruits Bio,86,9.49,816.14,427.41999999999996,388.72,6,3,0,Été,10
2023-06-09,FRUIT001,Framboises,Fruits Bio,24,9.49,227.76,119.28,108.47999999999999,6,4,0,Été,10
2023-06-10,FRUIT001,Framboises,Fruits Bio,62,9.49,588.38,308.14,280.24,6,5,1,Été,10
2023-06-11,FRUIT001,Framboises,Fruits Bio,98,9.49,930.02,487.06,442.96,6,6,1,Été,10
2023-06-12,FRUIT001,Framboises,Fruits Bio,27,9.49,256.23,134.19,122.04000000000002,6,0,0,Été,10
2023-06-13,FRUIT001,Framboises,Fruits Bio,150,9.49,1423.5,745.5,678.0,6,1,0,Été,10
2023-06-14,FRUIT001,Framboises,Fruits Bio,42,9.49,398.58,208.73999999999998,189.84,6,2,0,Été,10
2023-06-15,FRUIT001,Framboises,Fruits Bio,39,9.49,370.11,193.82999999999998,176.28000000000003,6,3,0,Été,10
2023-06-16,FRUIT001,Framboises,Fruits Bio,80,9.49,759.2,397.59999999999997,361.6000000000001,6,4,0,Été,10
2023-06-17,FRUIT001,Framboises,Fruits Bio,92,9.49,873.08,457.23999999999995,415.8400000000001,6,5,1,Été,10
2023-06-18,FRUIT001,Framboises,Fruits Bio,13,9.49,123.37,64.61,58.760000000000005,6,6,1,Été,10
2023-06-19,FRUIT001,Framboises,Fruits Bio,118,9.49,1119.82,586.4599999999999,533.36,6,0,0,Été,10
2023-06-20,FRUIT001,Framboises,Fruits Bio,63,9.49,597.87,313.10999999999996,284.76000000000005,6,1,0,Été,10
2023-06-21,FRUIT001,Framboises,Fruits Bio,6,9.49,56.94,29.82,27.119999999999997,6,2,0,Été,10
2023-06-22,FRUIT001,Framboises,Fruits Bio,83,9.49,787.6700000000001,412.51,375.1600000000001,6,3,0,Été,10
2023-06-23,FRUIT001,Framboises,Fruits Bio,15,9.49,142.35,74.55,67.8,6,4,0,Été,10
2023-06-24,FRUIT001,Framboises,Fruits Bio,112,9.49,1062.88,556.64,506.2400000000001,6,5,1,Été,10
2023-06-25,FRUIT001,Framboises,Fruits Bio,14,9.49,132.86,69.58,63.280000000000015,6,6,1,Été,10
2023-06-26,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,6,0,0,Été,10
2023-06-27,FRUIT001,Framboises,Fruits Bio,72,9.49,683.28,357.84,325.44,6,1,0,Été,10
2023-06-28,FRUIT001,Framboises,Fruits Bio,28,9.49,265.72,139.16,126.56000000000003,6,2,0,Été,10
2023-06-29,FRUIT001,Framboises,Fruits Bio,65,9.49,616.85,323.05,293.8,6,3,0,Été,10
2023-06-30,FRUIT001,Framboises,Fruits Bio,85,9.49,806.65,422.45,384.2,6,4,0,Été,10
2023-07-01,FRUIT001,Framboises,Fruits Bio,60,9.49,569.4,298.2,271.2,7,5,1,Été,10
2023-07-02,FRUIT001,Framboises,Fruits Bio,76,9.49,721.24,377.71999999999997,343.52000000000004,7,6,1,Été,10
2023-07-03,FRUIT001,Framboises,Fruits Bio,62,9.49,588.38,308.14,280.24,7,0,0,Été,10
2023-07-04,FRUIT001,Framboises,Fruits Bio,63,9.49,597.87,313.10999999999996,284.76000000000005,7,1,0,Été,10
2023-07-05,FRUIT001,Framboises,Fruits Bio,50,9.49,474.5,248.5,226.0,7,2,0,Été,10
2023-07-06,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,7,3,0,Été,10
2023-07-07,FRUIT001,Framboises,Fruits Bio,45,9.49,427.05,223.64999999999998,203.40000000000003,7,4,0,Été,10
2023-07-08,FRUIT001,Framboises,Fruits Bio,96,9.49,911.04,477.12,433.91999999999996,7,5,1,Été,10
2023-07-09,FRUIT001,Framboises,Fruits Bio,45,9.49,427.05,223.64999999999998,203.40000000000003,7,6,1,Été,10
2023-07-10,FRUIT001,Framboises,Fruits Bio,50,9.49,474.5,248.5,226.0,7,0,0,Été,10
2023-07-11,FRUIT001,Framboises,Fruits Bio,9,9.49,85.41,44.73,40.68,7,1,0,Été,10
2023-07-12,FRUIT001,Framboises,Fruits Bio,38,9.49,360.62,188.85999999999999,171.76000000000002,7,2,0,Été,10
2023-07-13,FRUIT001,Framboises,Fruits Bio,61,9.49,578.89,303.16999999999996,275.72,7,3,0,Été,10
2023-07-14,FRUIT001,Framboises,Fruits Bio,76,9.49,721.24,377.71999999999997,343.52000000000004,7,4,0,Été,10
2023-07-15,FRUIT001,Framboises,Fruits Bio,6,9.49,56.94,29.82,27.119999999999997,7,5,1,Été,10
2023-07-16,FRUIT001,Framboises,Fruits Bio,93,9.49,882.57,462.21,420.36000000000007,7,6,1,Été,10
2023-07-17,FRUIT001,Framboises,Fruits Bio,28,9.49,265.72,139.16,126.56000000000003,7,0,0,Été,10
2023-07-18,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,7,1,0,Été,10
2023-07-19,FRUIT001,Framboises,Fruits Bio,0,9.49,0.0,0.0,0.0,7,2,0,Été,10
2023-07-20,FRUIT001,Framboises,Fruits Bio,67,9.49,635.83,332.99,302.84000000000003,7,3,0,Été,10
2023-07-21,FRUIT001,Framboises,Fruits Bio,64,9.49,607.36,318.08,289.28000000000003,7,4,0,Été,10
2023-07-22,FRUIT001,Framboises,Fruits Bio,53,9.49,502.97,263.40999999999997,239.56000000000006,7,5,1,Été,10
2023-07-23,FRUIT001,Framboises,Fruits Bio,33,9.49,313.17,164.01,149.16000000000003,7,6,1,Été,10
2023-07-24,FRUIT001,Framboises,Fruits Bio,37,9.49,351.13,183.89,167.24,7,0,0,Été,10
2023-07-25,FRUIT001,Framboises,Fruits Bio,35,9.49,332.15000000000003,173.95,158.20000000000005,7,1,0,Été,10
2023-07-26,FRUIT001,Framboises,Fruits Bio,46,9.49,436.54,228.61999999999998,207.92000000000004,7,2,0,Été,10
2023-07-27,FRUIT001,Framboises,Fruits Bio,73,9.49,692.77,362.81,329.96,7,3,0,Été,10
2023-07-28,FRUIT001,Framboises,Fruits Bio,64,9.49,607.36,318.08,289.28000000000003,7,4,0,Été,10
2023-07-29,FRUIT001,Framboises,Fruits Bio,29,9.49,275.21,144.13,131.07999999999998,7,5,1,Été,10
2023-07-30,FRUIT001,Framboises,Fruits Bio,57,9.49,540.9300000000001,283.28999999999996,257.6400000000001,7,6,1,Été,10
2023-07-31,FRUIT001,Framboises,Fruits Bio,44,9.49,417.56,218.67999999999998,198.88000000000002,7,0,0,Été,10
2023-08-01,FRUIT001,Framboises,Fruits Bio,38,9.49,360.62,188.85999999999999,171.76000000000002,8,1,0,Été,10
2023-08-02,FRUIT001,Framboises,Fruits Bio,48,9.49,455.52,238.56,216.95999999999998,8,2,0,Été,10
2023-08-03,FRUIT001,Framboises,Fruits Bio,15,9.49,142.35,74.55,67.8,8,3,0,Été,10
2023-08-04,FRUIT001,Framboises,Fruits Bio,72,9.49,683.28,357.84,325.44,8,4,0,Été,10
2023-08-05,FRUIT001,Framboises,Fruits Bio,97,9.49,920.53,482.09,438.44,8,5,1,Été,10
2023-08-06,FRUIT001,Framboises,Fruits Bio,17,9.49,161.33,84.49,76.84000000000002,8,6,1,Été,10
2023-08-07,FRUIT001,Framboises,Fruits Bio,39,9.49,370.11,193.82999999999998,176.28000000000003,8,0,0,Été,10
2023-08-08,FRUIT001,Framboises,Fruits Bio,77,9.49,730.73,382.69,348.04,8,1,0,Été,10
2023-08-09,FRUIT001,Framboises,Fruits Bio,22,9.49,208.78,109.33999999999999,99.44000000000001,8,2,0,Été,10
2023-08-10,FRUIT001,Framboises,Fruits Bio,91,9.49,863.59,452.27,411.32000000000005,8,3,0,Été,10
2023-08-11,FRUIT001,Framboises,Fruits Bio,14,9.49,132.86,69.58,63.280000000000015,8,4,0,Été,10
2023-08-12,FRUIT001,Framboises,Fruits Bio,32,9.49,303.68,159.04,144.64000000000001,8,5,1,Été,10
2023-08-13,FRUIT001,Framboises,Fruits Bio,34,9.49,322.66,168.98,153.68000000000004,8,6,1,Été,10
2023-08-14,FRUIT001,Framboises,Fruits Bio,49,9.49,465.01,243.53,221.48,8,0,0,Été,10
