date,product_id,page_views,add_to_cart,purchases,conversion_rate,avg_rating,reviews_count,organic_preference
2023-04-27,FRUIT001,68,11,9,0.11743810126286724,4.1,4,1
2023-04-28,FRUIT001,41,11,11,0.1260007695124944,3.6,0,1
2023-04-29,FRUIT001,80,23,11,0.19608037594798888,4.5,6,1
2023-04-30,FRUIT001,58,14,6,0.1088295798904626,4.4,5,1
2023-05-01,FRUIT001,78,9,7,0.21292272159165587,3.8,1,1
2023-05-02,FRUIT001,61,13,10,0.09608036179497564,4.1,2,1
2023-05-03,FRUIT001,83,4,6,0.16739683304230668,3.5,0,1
2023-05-04,FRUIT001,72,22,4,0.1402043359543212,3.9,1,1
2023-05-05,FRUIT001,68,24,9,0.11834413736670649,4.4,2,1
2023-05-06,FRUIT001,70,10,6,0.1130091703870167,4.3,4,1
2023-05-07,FRUIT001,109,5,9,0.24386059588866976,4.3,0,1
2023-05-08,FRUIT001,86,19,10,0.22905441980516683,4.8,6,1
2023-05-09,FRUIT001,76,15,2,0.1256934830120197,3.5,4,1
2023-05-10,FRUIT001,102,15,10,0.1434001321488234,4.2,4,1
2023-05-11,FRUIT001,93,3,0,0.1433850568583399,3.6,2,1
2023-05-12,FRUIT001,73,6,17,0.20184055998296607,3.7,3,1
2023-05-13,FRUIT001,102,8,7,0.20535208402800048,4.2,1,1
2023-05-14,FRUIT001,100,20,0,0.17653380305300248,3.6,3,1
2023-05-15,FRUIT001,94,19,10,0.24955171957969768,4.3,3,1
2023-05-16,FRUIT001,59,14,11,0.14289952342949425,4.4,3,1
2023-05-17,FRUIT001,89,15,8,0.24964031735282788,3.9,1,1
2023-05-18,FRUIT001,94,4,9,0.14885173004657487,4.7,1,1
2023-05-19,FRUIT001,75,7,1,0.18598248335263473,4.8,0,1
2023-05-20,FRUIT001,83,18,7,0.19783462107122268,4.1,2,1
2023-05-21,FRUIT001,124,17,16,0.23689396617850017,4.5,1,1
2023-05-22,FRUIT001,108,24,7,0.13183525409114472,4.4,3,1
2023-05-23,FRUIT001,65,28,12,0.18758300468170885,4.3,2,1
2023-05-24,FRUIT001,81,13,11,0.13236722792299455,4.8,3,1
2023-05-25,FRUIT001,45,29,8,0.1171293009194428,3.9,1,1
2023-05-26,FRUIT001,55,0,8,0.13946194442667736,4.7,0,1
2023-05-27,FRUIT001,133,13,8,0.24759935062878413,4.8,6,1
2023-05-28,FRUIT001,72,7,0,0.20009625288209182,3.5,0,1
2023-05-29,FRUIT001,46,25,0,0.20127816172061963,3.8,2,1
2023-05-30,FRUIT001,47,12,16,0.17905765491208026,4.0,4,1
2023-05-31,FRUIT001,99,16,17,0.22625657902462948,4.7,1,1
2023-06-01,FRUIT001,51,23,13,0.15345922521354277,4.5,6,1
2023-06-02,FRUIT001,62,31,0,0.14359548541785547,4.1,5,1
2023-06-03,FRUIT001,60,21,10,0.09717402811723273,4.1,2,1
2023-06-04,FRUIT001,94,12,16,0.14126697999367932,4.5,3,1
2023-06-05,FRUIT001,90,17,0,0.20214712461212694,4.7,4,1
2023-06-06,FRUIT001,79,13,3,0.18709783955970613,3.8,2,1
2023-06-07,FRUIT001,54,14,4,0.15741989113222987,4.2,0,1
2023-06-08,FRUIT001,109,17,2,0.24649657885344034,4.7,0,1
2023-06-09,FRUIT001,83,16,7,0.12394203334876168,3.8,3,1
2023-06-10,FRUIT001,60,14,11,0.18701838668979154,4.5,2,1
2023-06-11,FRUIT001,111,7,3,0.20366673184062886,4.8,1,1
2023-06-12,FRUIT001,44,18,9,0.22667159500207512,4.7,6,1
2023-06-13,FRUIT001,103,17,13,0.1428346518374509,3.7,1,1
2023-06-14,FRUIT001,79,24,7,0.1635040797236051,4.5,0,1
2023-06-15,FRUIT001,94,13,13,0.14233127964290412,4.2,0,1
2023-06-16,FRUIT001,64,3,11,0.24803601690168015,3.8,2,1
2023-06-17,FRUIT001,99,5,7,0.08217761775859987,3.6,0,1
2023-06-18,FRUIT001,108,11,15,0.2147225892940628,4.7,1,1
2023-06-19,FRUIT001,96,12,2,0.08152463409678411,4.2,3,1
2023-06-20,FRUIT001,87,21,7,0.2072536203757721,4.0,0,1
2023-06-21,FRUIT001,75,14,11,0.24210207204666506,3.8,5,1
2023-06-22,FRUIT001,57,8,8,0.15724290146240144,3.7,1,1
2023-06-23,FRUIT001,108,8,7,0.19051965592187026,3.6,5,1
2023-06-24,FRUIT001,93,20,7,0.08530188226623545,3.7,3,1
2023-06-25,FRUIT001,107,17,13,0.13911932139190075,4.5,1,1
2023-06-26,FRUIT001,112,15,7,0.10013413986894024,4.2,1,1
2023-06-27,FRUIT001,115,16,9,0.20498826896639563,4.6,3,1
2023-06-28,FRUIT001,112,14,6,0.23575633385665012,3.9,1,1
2023-06-29,FRUIT001,79,17,6,0.11969780948100014,4.1,7,1
2023-06-30,FRUIT001,69,4,6,0.18641816432122338,4.2,0,1
2023-07-01,FRUIT001,80,6,6,0.21304359981896898,4.0,1,1
2023-07-02,FRUIT001,88,18,2,0.11094626087483686,4.1,6,1
2023-07-03,FRUIT001,54,39,4,0.16660824292919216,4.6,3,1
2023-07-04,FRUIT001,65,8,2,0.2110690899325624,4.6,2,1
2023-07-05,FRUIT001,117,0,7,0.15049104005816935,4.6,6,1
2023-07-06,FRUIT001,78,7,5,0.24760857876630066,4.1,0,1
2023-07-07,FRUIT001,68,11,4,0.17634179736516375,4.4,4,1
2023-07-08,FRUIT001,92,15,0,0.09496434166217549,4.5,3,1
2023-07-09,FRUIT001,69,18,4,0.2426260744768574,3.8,4,1
2023-07-10,FRUIT001,86,21,10,0.24835963870470024,3.5,0,1
2023-07-11,FRUIT001,89,4,4,0.08060824057572259,4.2,0,1
2023-07-12,FRUIT001,92,16,4,0.24329105607099366,3.8,3,1
2023-07-13,FRUIT001,65,15,6,0.14488866212333262,3.5,2,1
2023-07-14,FRUIT001,80,10,7,0.142685264916563,4.6,1,1
2023-07-15,FRUIT001,82,4,10,0.19507318493302708,4.3,3,1
2023-07-16,FRUIT001,26,30,8,0.17977533578049865,4.6,2,1
2023-07-17,FRUIT001,74,17,5,0.18999941273811552,3.6,3,1
2023-07-18,FRUIT001,108,11,7,0.1044413866180138,4.4,4,1
2023-07-19,FRUIT001,57,18,5,0.1969625638339153,4.1,7,1
2023-07-20,FRUIT001,106,16,6,0.23313449213630505,3.5,1,1
2023-07-21,FRUIT001,105,4,7,0.19373182382404958,3.9,7,1
2023-07-22,FRUIT001,27,16,6,0.14990947077569217,4.4,0,1
2023-07-23,FRUIT001,77,16,7,0.08456590561331265,3.6,6,1
2023-07-24,FRUIT001,131,13,13,0.13744899700395394,3.7,4,1
2023-07-25,FRUIT001,101,24,10,0.21070392390085174,4.2,4,1
2023-07-26,FRUIT001,96,11,11,0.1935165695556953,4.2,2,1
2023-07-27,FRUIT001,45,28,11,0.1173211834215081,3.8,4,1
2023-07-28,FRUIT001,65,14,5,0.2089484758864641,4.6,2,1
2023-07-29,FRUIT001,111,18,3,0.08754499991569976,4.3,4,1
2023-07-30,FRUIT001,55,18,9,0.20010663559347092,4.1,0,1
2023-07-31,FRUIT001,110,20,7,0.1571948144644082,4.4,7,1
2023-08-01,FRUIT001,102,22,9,0.16366498045107916,4.1,4,1
2023-08-02,FRUIT001,96,9,12,0.23707522935036957,4.0,0,1
2023-08-03,FRUIT001,72,15,6,0.2414124601277976,4.2,7,1
2023-08-04,FRUIT001,42,14,10,0.11417705581884482,3.8,1,1
2023-08-05,FRUIT001,46,11,0,0.1565727215872244,4.5,0,1
2023-08-06,FRUIT001,56,27,6,0.1090451073960941,4.3,3,1
2023-08-07,FRUIT001,53,7,9,0.2056072879600953,4.4,6,1
2023-08-08,FRUIT001,39,20,11,0.10268062103194674,4.0,2,1
2023-08-09,FRUIT001,56,14,10,0.17696973666479793,4.1,2,1
2023-08-10,FRUIT001,58,22,10,0.157795966547995,4.6,4,1
2023-08-11,FRUIT001,109,17,7,0.16990084127751245,4.4,0,1
2023-08-12,FRUIT001,87,16,12,0.12116733931332473,4.1,2,1
2023-08-13,FRUIT001,73,19,4,0.23972651672226947,4.1,4,1
2023-08-14,FRUIT001,63,2,7,0.24109252675012044,4.2,4,1
2023-08-15,FRUIT001,72,10,6,0.19417801667456908,4.1,3,1
2023-08-16,FRUIT001,101,17,9,0.09588069414522657,3.8,7,1
2023-08-17,FRUIT001,89,15,10,0.1906843050796982,4.8,1,1
2023-08-18,FRUIT001,71,6,5,0.15462044736223962,4.6,0,1
2023-08-19,FRUIT001,85,19,6,0.12805330996997727,4.1,1,1
2023-08-20,FRUIT001,76,20,4,0.23162542047897827,4.6,4,1
2023-08-21,FRUIT001,132,12,8,0.20181183847742074,4.2,1,1
2023-08-22,FRUIT001,108,10,8,0.20133702219278138,4.6,3,1
2023-08-23,FRUIT001,82,13,13,0.1429699680327322,4.2,2,1
2023-08-24,FRUIT001,93,8,10,0.23694378168185026,4.5,4,1
2023-08-25,FRUIT001,127,8,5,0.2339616029050684,4.2,0,1
2023-08-26,FRUIT001,55,24,9,0.19412602998918105,3.9,0,1
2023-08-27,FRUIT001,38,3,10,0.223550778764377,3.9,3,1
2023-08-28,FRUIT001,90,19,5,0.20321931800153342,3.6,4,1
2023-08-29,FRUIT001,106,14,15,0.233601223560083,3.9,5,1
2023-08-30,FRUIT001,85,29,8,0.1547229111523311,4.5,4,1
2023-08-31,FRUIT001,89,11,9,0.11989834863432114,4.6,0,1
2023-09-01,FRUIT001,79,17,6,0.21292362279273908,4.2,4,1
2023-09-02,FRUIT001,55,24,5,0.15996250277753143,3.9,5,1
2023-09-03,FRUIT001,55,33,6,0.13019887943848907,3.9,7,1
2023-09-04,FRUIT001,63,2,8,0.09489339056952109,3.7,4,1
2023-09-05,FRUIT001,84,13,5,0.24608023554715874,4.6,0,1
2023-09-06,FRUIT001,83,0,10,0.15468323286153224,4.2,5,1
2023-09-07,FRUIT001,111,15,7,0.24017895205915968,4.7,1,1
2023-09-08,FRUIT001,96,13,13,0.13960369050507684,3.8,2,1
2023-09-09,FRUIT001,76,13,7,0.24589717447868853,4.7,1,1
2023-09-10,FRUIT001,58,5,14,0.09999098071477767,4.6,4,1
2023-09-11,FRUIT001,101,12,8,0.16844391216025267,4.7,3,1
2023-09-12,FRUIT001,92,25,11,0.23705159247582275,4.2,3,1
2023-09-13,FRUIT001,80,25,5,0.11600339293006401,3.5,2,1
2023-09-14,FRUIT001,69,22,7,0.2054368234993192,3.7,5,1
2023-09-15,FRUIT001,61,0,3,0.1340769989484829,3.9,2,1
2023-09-16,FRUIT001,93,6,13,0.17814931196036238,3.7,0,1
2023-09-17,FRUIT001,75,4,1,0.19715861195467388,4.2,5,1
2023-09-18,FRUIT001,64,20,5,0.0988267947628558,3.6,3,1
2023-09-19,FRUIT001,75,14,1,0.2116574644679735,4.7,0,1
2023-09-20,FRUIT001,88,0,7,0.08078409958286421,4.8,5,1
2023-09-21,FRUIT001,67,18,5,0.23323189839698988,4.2,1,1
2023-09-22,FRUIT001,53,19,6,0.1170716016372895,3.8,3,1
2023-09-23,FRUIT001,94,16,4,0.1450174018341927,3.7,2,1
2023-09-24,FRUIT001,145,8,9,0.1932028609611014,3.6,1,1
2023-09-25,FRUIT001,105,18,10,0.18160196417740015,4.0,6,1
2023-09-26,FRUIT001,76,11,9,0.085440350830396,3.9,3,1
2023-09-27,FRUIT001,50,15,5,0.20079340298063308,4.6,2,1
2023-09-28,FRUIT001,116,3,3,0.16892721889287032,3.7,4,1
2023-09-29,FRUIT001,38,14,9,0.0885593560617757,4.5,3,1
2023-09-30,FRUIT001,92,21,10,0.13959641715737584,4.7,5,1
2023-10-01,FRUIT001,43,0,7,0.21866222253837014,4.3,3,1
2023-10-02,FRUIT001,112,16,7,0.2468222104500929,4.6,6,1
2023-10-03,FRUIT001,165,6,2,0.24508343945836758,3.9,1,1
2023-10-04,FRUIT001,106,23,7,0.1914792409491537,3.6,6,1
2023-10-05,FRUIT001,87,0,11,0.1344635597929056,4.0,4,1
2023-10-06,FRUIT001,75,7,10,0.1565003291728814,4.6,0,1
2023-10-07,FRUIT001,62,6,7,0.23505214363464738,4.1,3,1
2023-10-08,FRUIT001,89,20,9,0.10088719326973951,4.1,2,1
2023-10-09,FRUIT001,115,17,17,0.1582689041200035,4.1,1,1
2023-10-10,FRUIT001,158,6,1,0.19666548904339495,4.2,3,1
2023-10-11,FRUIT001,92,35,17,0.24334685181832777,3.6,3,1
2023-10-12,FRUIT001,90,16,5,0.200267141410214,4.3,6,1
2023-10-13,FRUIT001,68,19,5,0.19919562726265075,3.6,2,1
2023-10-14,FRUIT001,62,12,9,0.10940372846477747,4.5,5,1
2023-10-15,FRUIT001,107,26,13,0.24405566271145523,4.3,2,1
2023-10-16,FRUIT001,66,19,10,0.18031869812571705,3.6,2,1
2023-10-17,FRUIT001,59,28,14,0.20151581653550601,4.0,3,1
2023-10-18,FRUIT001,96,12,0,0.144461698733237,3.7,0,1
2023-10-19,FRUIT001,85,6,12,0.16283643228048378,3.8,1,1
2023-10-20,FRUIT001,54,12,11,0.16194313656579967,3.5,2,1
2023-10-21,FRUIT001,107,22,3,0.18325338247971318,4.3,3,1
2023-10-22,FRUIT001,34,10,8,0.19503048280245927,4.7,1,1
2023-10-23,FRUIT001,82,2,11,0.15173686726281826,4.6,1,1
2023-10-24,FRUIT001,75,10,13,0.21598833190850203,3.5,0,1
2023-10-25,FRUIT001,105,5,8,0.16162825024622005,4.3,0,1
2023-10-26,FRUIT001,57,17,0,0.16342494885683484,4.2,3,1
2023-10-27,FRUIT001,38,15,4,0.16100745693576685,3.5,3,1
2023-10-28,FRUIT001,104,9,6,0.193062929310578,4.5,2,1
2023-10-29,FRUIT001,80,22,9,0.15525693862398945,4.0,0,1
2023-10-30,FRUIT001,50,22,6,0.20717394030043967,4.0,1,1
2023-10-31,FRUIT001,46,21,10,0.13214770447613997,3.6,0,1
2023-11-01,FRUIT001,67,12,1,0.10946840019149762,3.8,3,1
2023-11-02,FRUIT001,59,23,11,0.11473205063953884,3.9,2,1
2023-11-03,FRUIT001,65,9,11,0.2096283711298249,3.9,2,1
2023-11-04,FRUIT001,33,19,9,0.11969440425720856,3.9,3,1
2023-11-05,FRUIT001,53,3,18,0.141662253242252,4.4,5,1
2023-11-06,FRUIT001,63,15,8,0.21589685455388763,3.7,0,1
2023-11-07,FRUIT001,49,14,10,0.13585325917687296,4.8,0,1
2023-11-08,FRUIT001,75,14,2,0.1355569747483703,3.7,6,1
2023-11-09,FRUIT001,29,0,7,0.20235424184441206,3.9,5,1
2023-11-10,FRUIT001,63,19,4,0.21444645954524022,4.4,3,1
2023-11-11,FRUIT001,50,7,5,0.15984611275103386,4.4,5,1
2023-11-12,FRUIT001,36,13,14,0.08081694643681436,4.3,2,1
2023-11-13,FRUIT001,83,7,3,0.22322053359404587,4.5,1,1
2023-11-14,FRUIT001,60,5,6,0.21017510119935007,4.3,5,1
2023-11-15,FRUIT001,36,8,4,0.2415616781732869,4.1,6,1
2023-11-16,FRUIT001,84,16,8,0.2038585104955717,4.3,2,1
2023-11-17,FRUIT001,59,5,13,0.22356359613168914,4.1,2,1
2023-11-18,FRUIT001,100,5,10,0.19491248621897755,4.0,2,1
2023-11-19,FRUIT001,107,18,5,0.13265648369505936,3.9,2,1
2023-11-20,FRUIT001,36,4,10,0.18576315950895947,3.7,3,1
2023-11-21,FRUIT001,88,25,5,0.12783631048599328,3.8,3,1
2023-11-22,FRUIT001,66,16,8,0.10006058458729897,3.6,4,1
2023-11-23,FRUIT001,102,21,11,0.1733101763851556,4.6,2,1
2023-11-24,FRUIT001,88,17,5,0.15825608249619078,4.6,2,1
2023-11-25,FRUIT001,78,16,6,0.16337808432364048,4.7,5,1
2023-11-26,FRUIT001,68,16,11,0.13485745580794742,4.6,4,1
2023-11-27,FRUIT001,68,11,12,0.2287646573251464,4.0,3,1
2023-11-28,FRUIT001,85,23,12,0.13858222106798623,4.0,1,1
2023-11-29,FRUIT001,54,2,14,0.21040954610765417,4.1,4,1
2023-11-30,FRUIT001,35,13,8,0.12650717659767904,4.7,2,1
2023-12-01,FRUIT001,97,11,12,0.19555630557503206,4.1,2,1
2023-12-02,FRUIT001,85,11,3,0.15793572838062855,3.7,0,1
2023-12-03,FRUIT001,97,8,9,0.08742906996331293,4.3,6,1
2023-12-04,FRUIT001,66,20,11,0.1704808760218665,4.1,3,1
2023-12-05,FRUIT001,78,4,0,0.24857370695313324,4.1,3,1
2023-12-06,FRUIT001,86,11,12,0.17592302016232292,4.4,4,1
2023-12-07,FRUIT001,65,10,5,0.2430178003223598,4.4,0,1
2023-12-08,FRUIT001,53,16,10,0.08083658563294285,4.2,3,1
2023-12-09,FRUIT001,63,20,13,0.1296105841356746,4.4,2,1
2023-12-10,FRUIT001,87,8,7,0.24986211121102014,4.4,1,1
2023-12-11,FRUIT001,113,15,12,0.156228102225978,4.1,3,1
2023-12-12,FRUIT001,72,9,1,0.2153887688179515,4.0,7,1
2023-12-13,FRUIT001,73,13,5,0.08363015570506867,4.4,0,1
2023-12-14,FRUIT001,70,27,6,0.13580387214473388,3.8,3,1
2023-12-15,FRUIT001,78,10,9,0.1626390512970593,4.7,3,1
2023-12-16,FRUIT001,86,10,11,0.17766208845659998,3.9,2,1
2023-12-17,FRUIT001,68,31,11,0.1038524271066148,3.9,1,1
2023-12-18,FRUIT001,41,12,11,0.12444556393684394,3.9,6,1
2023-12-19,FRUIT001,66,8,6,0.22333109263151207,3.7,2,1
2023-12-20,FRUIT001,115,33,7,0.23718305425392455,4.8,4,1
2023-12-21,FRUIT001,71,8,7,0.11857432312587413,4.6,1,1
2023-12-22,FRUIT001,115,16,11,0.18637021636701834,4.1,4,1
2023-12-23,FRUIT001,67,18,1,0.21837022415834972,4.3,5,1
2023-12-24,FRUIT001,72,8,14,0.2042879479640933,4.7,1,1
2023-12-25,FRUIT001,104,21,9,0.13003407236479783,4.4,3,1
2023-12-26,FRUIT001,137,21,7,0.14240638315328247,4.7,2,1
2023-12-27,FRUIT001,42,11,7,0.1921281140884699,4.8,3,1
2023-12-28,FRUIT001,77,4,12,0.12023153768369865,3.8,2,1
2023-12-29,FRUIT001,45,8,7,0.10806115309553727,4.4,2,1
2023-12-30,FRUIT001,76,15,15,0.10649851315989282,4.7,6,1
2023-12-31,FRUIT001,102,7,10,0.08979001967779326,4.5,2,1
2024-01-01,FRUIT001,48,10,4,0.10527631490369037,4.2,2,1
2024-01-02,FRUIT001,55,25,7,0.11116068179621919,4.1,2,1
2024-01-03,FRUIT001,63,39,4,0.1278171292299048,3.7,5,1
2024-01-04,FRUIT001,56,5,5,0.15456154748287207,4.6,1,1
2024-01-05,FRUIT001,89,22,3,0.20138466375484895,4.0,3,1
2024-01-06,FRUIT001,101,0,3,0.08423391110953676,4.4,4,1
2024-01-07,FRUIT001,121,26,4,0.11628494111426382,4.4,4,1
2024-01-08,FRUIT001,79,19,14,0.13198272171636918,4.3,6,1
2024-01-09,FRUIT001,86,23,7,0.1980174867289144,3.9,4,1
2024-01-10,FRUIT001,56,18,16,0.15555002246727556,3.8,7,1
2024-01-11,FRUIT001,79,14,2,0.19794375198845832,3.5,5,1
